"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001890","GO:0001890","placenta development","40/2655","160/18860",0.25,1.7758945386064,3.98941263028172,0.000163803250565583,0.00242883384451073,0.00177333209312879,"DCAF13/BMPR2/EPAS1/PCDH12/PDGFB/PHLDA2/TAF10/PLK4/GJB3/HSF1/MAPK1/IGF2/GATA2/HES1/TPPP3/VASH1/ETNK2/MAP2K1/OVOL2/KRT8/SOCS3/SPP1/PTGIS/DLX3/ST14/CEBPB/SPINT2/HEY2/PPARG/WNT2/LEF1/MME/CCNF/BMP7/ITGB8/MDFI/SPINT1/KRT19/ELF5/BMP5",40
"GO:0046777","GO:0046777","protein autophosphorylation","35/2655","134/18860",0.261194029850746,1.85541220451415,4.02228099679648,0.000164482702226525,0.00243308780047734,0.00177643797731901,"PEAK1/MELK/NEK2/AURKA/PTK2B/GRK5/CLK2/DAPK2/FGR/ULK2/CHEK2/MAP3K3/PDGFB/SIK2/JAK2/FGFR4/CAMKK2/LRRK2/MINK1/FLT4/STK10/HCK/EPHB3/FLT1/MAPK15/MAP3K10/KDR/DDR2/RASSF2/PRKX/DAPK1/PDGFRB/NTRK2/TNIK/PTK6",35
"GO:0022612","GO:0022612","gland morphogenesis","34/2655","129/18860",0.263565891472868,1.87226090891838,4.02372098627905,0.000167834813679812,0.00247676232187494,0.00180832547370805,"MDK/CDKN2A/CAV1/TGFBR2/TBX3/FBXW7/TFAP2C/SCRIB/ESR1/WNT3A/RTN4/LIMS2/PHB2/IL6/NTN4/RARG/LAMA5/BTRC/MSN/RPS6KA1/LIPA/CEBPB/TNFAIP3/FGL1/SOSTDC1/SULF1/BMP7/PERP/FGF7/TGM2/SFRP1/CEACAM1/HPN/SERPINB5",34
"GO:0050000","GO:0050000","chromosome localization","33/2655","124/18860",0.266129032258065,1.89046837980682,4.02678072808625,0.000170573534882137,0.00250296902994686,0.00182745942829462,"CCNB1/BIRC5/AURKB/KIF2C/CDCA8/ZWINT/CDK1/NUF2/ECT2/CDT1/NEK2/DLGAP5/TTK/NDC80/SPC25/CENPF/RACGAP1/SPC24/SPAG5/KIFC1/SKA3/KNTC1/RCC2/SKA1/FAM83D/DYNC1H1/APC/KIF22/KIF18A/ZWILCH/IFFO1/KAT2B/CHMP4C",33
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","28/2655","99/18860",0.282828282828283,2.0090928113527,4.07462638568189,0.000170822184522027,0.00250296902994686,0.00182745942829462,"CDH13/INPP5A/RAMP3/NEGR1/CALM1/PPP3CB/HTT/ITPR1/EDN2/PPP3CA/PRNP/TMEM100/LRRK2/FHL2/CALM3/PPP3R1/HOMER2/LMCD1/EDN1/RGN/PTPRC/DYRK2/CMKLR1/CD4/PLCG2/PDGFRB/PLEK/PCP4",28
"GO:0072080","GO:0072080","nephron tubule development","28/2655","99/18860",0.282828282828283,2.0090928113527,4.07462638568189,0.000170822184522027,0.00250296902994686,0.00182745942829462,"PAX8/MEF2C/CD24/SIX4/HOXB7/WT1/LGR4/TCF21/SIX1/SMO/NPNT/HES1/WNT6/BMP2/LHX1/AGTR2/LAMA5/FGF1/HEYL/SIX2/DCHS1/OSR1/AQP1/WNT11/FGF2/GPC3/IRX2/GREM1",28
"GO:0150115","GO:0150115","cell-substrate junction organization","30/2655","109/18860",0.275229357798165,1.95511325351164,4.04783665561799,0.000173932123765828,0.00254252665825614,0.00185634111238653,"TEK/PPM1F/THSD1/PEAK1/MACF1/IQSEC1/DLC1/TNS1/DST/ACVRL1/DUSP3/RCC2/MAPRE2/PIK3R1/LIMCH1/PRICKLE1/RAB8B/CLASP2/ITGB4/GPM6B/RHOD/KDR/FAM107A/SORBS1/THBS1/PHLDB2/CORO2B/SFRP1/APOD/GREM1",30
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","38/2655","150/18860",0.253333333333333,1.79957313245449,3.9795503461817,0.000176061202700854,0.00256759372785857,0.00187464299792191,"KANK3/PRKCE/SPTBN1/SLIT2/PTK2B/TWF1/ADD1/ESAM/MYADM/SPTAN1/EVL/SSH2/LMOD1/DAAM2/CDC42EP2/SEMA5A/TMOD2/PLEKHH2/CSF3/PREX1/CYFIP2/KANK2/HCK/CDC42EP5/NCKAP1L/PLEKHG2/ARHGAP18/ALOX15/VIL1/BAIAP2L1/F2RL1/HCLS1/BAIAP2L2/PLEK/BIN1/CXCL12/CCL24/CCL21",38
"GO:0021783","GO:0021783","preganglionic parasympathetic fiber development","9/2655","17/18860",0.529411764705882,3.76071784646062,4.60933777484758,0.000178159776994085,0.00258602880049026,0.00188810275187371,"ADARB1/TFAP2A/HOXB2/SIX1/PLXNA3/HES1/EGR2/PHOX2A/SEMA3A",9
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","9/2655","17/18860",0.529411764705882,3.76071784646062,4.60933777484758,0.000178159776994085,0.00258602880049026,0.00188810275187371,"CDC20/CCNB2/ZWINT/PKMYT1/TTK/NDC80/CDC25C/OVOL1/MAPK15",9
"GO:0120192","GO:0120192","tight junction assembly","24/2655","80/18860",0.3,2.13107344632768,4.1035060833688,0.000182425150568809,0.00264175486734924,0.00192878928257577,"CDH5/ECT2/CLDN6/RAMP2/CLDN3/PECAM1/ESAM/ACVRL1/CLDN9/PRKCH/EPHB2/APC/CLDN16/CLDN5/MPDZ/LSR/MARVELD3/CLDN11/CLDN4/CLDN23/CLDN18/WNT11/CLDN10/POF1B",24
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","89/2655","438/18860",0.203196347031963,1.44342113183534,3.80059968229692,0.000185667164052544,0.00268243609043746,0.00195849132195286,"KANK3/PRKCE/SPTBN1/SLIT2/TPPP/CDH5/HJURP/ABCA3/PTK2B/TWF1/ADD1/PRKCZ/ESAM/MYADM/PTGER4/SPTAN1/STXBP1/EVL/SSH2/SKA1/MAPRE3/LMOD1/DAAM2/RASIP1/PINK1/BIK/CDC42EP2/DCTN1/TMOD2/SELP/CSF3/SNCA/PPP2R5B/PREX1/LRRK2/CLASP2/CYFIP2/THRA/KANK2/HSF1/TLR4/FKBP4/CD36/HES1/P2RY12/HCK/BAK1/TPPP3/TUBB4A/JAM3/CDC42EP5/MAPK9/RPS3/HAUS8/LATS2/P2RX7/PDE4DIP/IKBKE/BTK/ISG15/NCKAP1L/SYP/PLEKHG2/MSN/ARHGAP18/ALOX15/MAPK15/VIL1/BAIAP2L1/LCP1/FERMT1/TP53/ZDHHC12/PLCG2/FNIP2/MMP1/BRSK1/HCLS1/MAP1B/BAIAP2L2/PLEK/BIN1/CLIP3/MAP2/CCL24/STX1A/CCL21/CXCL13/NAPB",89
"GO:0030501","GO:0030501","positive regulation of bone mineralization","16/2655","44/18860",0.363636363636364,2.58311932888204,4.25542962533059,0.00018810717175438,0.00271136802449686,0.00197961500947878,"ADRB2/BMPR2/MEF2C/TFAP2A/SLC8A1/ALOX5/BMP2/GPM6B/P2RX7/ANO6/ISG15/TMEM119/BMP6/OSR1/BMP7/OSR2",16
"GO:0006066","GO:0006066","alcohol metabolic process","77/2655","368/18860",0.209239130434783,1.48634651600753,3.81368528710704,0.000191230228790539,0.00274404889103971,0.00200347585512809,"INPP5A/HSD17B6/INSIG1/GPR146/PTH1R/ACADL/ISYNA1/HMGCR/SYNJ1/SORD/SCARF1/MSMO1/HMGCS1/LDLR/APOBR/APOA1/CYP51A1/ALDH2/ALDH3B2/RBP4/CYP27A1/CAT/SULT1A1/ADH1B/LSS/IDI1/TPK1/EDNRB/ABCG1/CLN8/SNCA/SREBF2/DKK3/QDPR/P2RY6/TPI1/MAPK1/STARD4/PCK1/TSKU/PCBD1/BMP2/GNAI1/SRD5A3/ALDH1A1/DAB2/CYP24A1/FGF1/HSD11B2/CH25H/DHCR24/LIPA/PTAFR/DHFR/OSBPL1A/QKI/REST/CEL/PLCG2/ABCA2/NPC1/BMP6/ITPKB/GDPD3/LEPR/AKR1B10/CLCN2/PLEK/LMF1/AKR1C3/PLA2G4A/DEGS2/LRP2/SCNN1B/BMP5/AKR1C2/PCSK9",77
"GO:0060047","GO:0060047","heart contraction","59/2655","265/18860",0.222641509433962,1.58155136268344,3.8590463837485,0.000191259942066659,0.00274404889103971,0.00200347585512809,"ADRB1/MEF2A/CAV1/NMU/EPAS1/ATP1A2/CALM1/DES/SCN7A/HBEGF/TNNI3/EHD3/DSP/ACE/SLC1A1/PTPN1/CELF2/PKP2/EDNRB/SMAD7/EDN2/TNNC1/THRA/CALM3/SLC8A1/SCN2B/KCNJ5/ADM2/SCN1B/RPS6KA2/THRB/EDNRA/AGTR2/JUP/GNAO1/SCN4B/GPD1L/EDN1/TBX5/FGF13/GJA5/DSG2/HEY2/CAMK2D/NEDD4L/TNNI2/PDE4B/RNF207/CLIC2/DSC2/RGS4/FXYD1/ATP1B2/HSPB7/S100A1/KCNJ8/BIN1/PLN/ATP1A3",59
"GO:0042391","GO:0042391","regulation of membrane potential","95/2655","474/18860",0.20042194092827,1.42371292124564,3.78167607840415,0.000191943455035499,0.00274749546030028,0.00200599225282025,"ADRB1/ADRB2/CDKN2A/PYCR1/CAV1/SLC39A8/PTK2B/SHANK3/SLC6A4/ATP1A2/MEF2C/PRKCZ/KCNK3/CALM1/ADORA2A/ANK3/SCN7A/PRELID1/EHD3/PID1/DSP/YWHAH/PINK1/HTR3A/PKP2/GRIA1/SMAD7/SNCA/PPP3CA/LRRK2/CHCHD10/CALM3/SLC8A1/SCN2B/FHL1/IFI6/CD36/BAK1/KCNJ5/DLG4/P2RX7/SLC4A11/SCN1B/RIMS3/DCN/CNTNAP1/KCNN4/JUP/KCNMA1/ABAT/SCN4B/GPD1L/GLRB/EDN1/TBX5/TBC1D24/KDR/FGF13/LIPA/GJA5/NLGN3/DSG2/SLC25A27/UCP2/CAMK2D/NEDD4L/HSH2D/RNF207/PIP5KL1/KCNC4/PMAIP1/PRKAR1B/DRD4/KCNA3/DSC2/RGS4/CLCN2/FXYD1/GABRB3/ATP1B2/NTRK2/KCNJ8/BIN1/KCNF1/SLC4A4/STX1A/KCNMB4/KCNK5/CELF4/HCN2/NTRK3/RIMS4/PLN/ATP1A3/NRCAM",95
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","57/2655","254/18860",0.224409448818898,1.59411005827661,3.85855175922119,0.000195694957882732,0.00279474043538519,0.0020404865969873,"AGER/CDKN2A/IGFBP2/MEF2C/CD24/STAT5B/SPN/VTCN1/IL4I1/TCF3/CLCF1/SFTPD/EPHB2/TGFBR2/JAK2/PPP3CA/SCRIB/PRNP/WNT3A/LRRC32/IGF2/TLR4/TNFSF13/HES1/HLA-E/IL1B/SCGB1A1/ZP3/IL6ST/IL6/RPS3/RASSF5/MNDA/ZNHIT1/BTK/CD37/LST1/NCKAP1L/PTPRC/VSIG4/CEBPB/CDKN1A/TNFRSF1B/CD4/RASAL3/SASH3/GAL/TYROBP/LILRB2/LAPTM5/CD6/RAC2/FOXJ1/CD274/FCGR3A/PDCD1LG2/CCR2",57
"GO:0003272","GO:0003272","endocardial cushion formation","12/2655","28/18860",0.428571428571429,3.04439063761098,4.38189283004948,0.000199547246854761,0.00284320422070301,0.00207587081483029,"ENG/TGFBR2/TBX3/TMEM100/BMP2/ROBO2/HEYL/HEY2/DCHS1/BMP7/MSX1/BMP5",12
"GO:0002691","GO:0002691","regulation of cellular extravasation","15/2655","40/18860",0.375,2.6638418079096,4.26382423918848,0.000200055001422559,0.00284390114407574,0.00207637965020662,"MDK/AGER/LYVE1/PTGER4/SELE/SELP/CD99L2/JAM3/ADAM8/ICAM1/CXCL12/CCL28/ITGA4/CCL21/CCR2",15
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","33/2655","125/18860",0.264,1.87534463276836,3.97442500254524,0.00020089810213765,0.00284935111452896,0.00208035876451827,"CAV1/AMIGO1/PPP3CB/HTT/CX3CL1/SNCA/PPP3CA/P2RY6/FHL1/LCN2/BAK1/STAC/P2RX7/PPP3R1/ANO6/SCN1B/EDNRA/KCNN4/EDN1/FGF13/HEPH/CD4/FXYD6/GAL/PLA2G1B/CTSS/FXYD1/ATP1B2/CAPN3/CXCL10/TESC/FXYD4/FXYD7",33
"GO:0014033","GO:0014033","neural crest cell differentiation","27/2655","95/18860",0.28421052631579,2.01891168599465,4.02987093133094,0.000202735008908983,0.00286883923565725,0.00209458736673809,"SEMA3G/MEF2C/ZEB2/SEMA6B/TAPT1/WNT10A/SEMA5A/SEMA5B/EDNRB/NRTN/RPS7/MAPK1/SIX1/SMO/HES1/SEMA4B/OVOL2/EDNRA/LAMA5/EDN1/RADIL/SEMA6A/TWIST1/BMP7/SEMA3A/SFRP1/SEMA4D",27
"GO:0071692","GO:0071692","protein localization to extracellular region","82/2655","398/18860",0.206030150753769,1.46355127804749,3.78326724879234,0.000205139328370094,0.00289583177025218,0.00211429506637356,"PRKCE/SOX4/NMU/PRKCB/ANKRD1/APBB1/SIDT2/HMGCR/ADORA2A/PAFAH1B1/PPP3CB/CYP51A1/RAPGEF4/RBP4/PPIA/PDIA4/JAK2/EDNRB/ABCG1/MYH10/ITPR1/TLR4/ALOX5/PRF1/CAMK2G/IL1B/RAP1GDS1/IL6/P2RX7/GNAI1/PFKFB2/FRMD4A/BAIAP3/KCNN4/CD33/PTPRN2/MYO18A/RCN3/ACSL4/GNAO1/ABAT/INHBB/ADRA2C/C2CD2L/CDK16/GJA5/F2RL1/UCP2/LTBP2/REST/RAB11FIP1/GNAZ/ADAM8/PPARG/RAB3A/SLC9B2/OXCT1/SLC25A22/ADCY5/CASP1/BMP6/GAL/DRD4/PLA2G1B/PRKCA/TLR2/PLEK/LMF1/KCNJ8/VSNL1/ADTRP/FGB/SCG2/VGF/AP1M2/HCAR2/STX1A/GPR27/COMP/FOXA2/SNAP25/CPLX1",82
"GO:0051231","GO:0051231","spindle elongation","8/2655","14/18860",0.571428571428571,4.05918751681464,4.63476371390981,0.000207051929647981,0.00289583177025218,0.00211429506637356,"BIRC5/AURKB/CDCA8/KIF11/KIF23/PRC1/RACGAP1/KIF4A",8
"GO:0051255","GO:0051255","spindle midzone assembly","8/2655","14/18860",0.571428571428571,4.05918751681464,4.63476371390981,0.000207051929647981,0.00289583177025218,0.00211429506637356,"BIRC5/AURKB/CDCA8/KIF23/PRC1/RACGAP1/KIF4A/CCDC69",8
"GO:0035137","GO:0035137","hindlimb morphogenesis","14/2655","36/18860",0.388888888888889,2.76250261560996,4.28442099429567,0.000207585955743647,0.00289583177025218,0.00211429506637356,"RSPO2/PITX1/TBX3/AFF3/HOXD9/ZBTB16/TBX4/RARG/CHD7/TWIST1/OSR1/MSX1/OSR2/GPC3",14
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","14/2655","36/18860",0.388888888888889,2.76250261560996,4.28442099429567,0.000207585955743647,0.00289583177025218,0.00211429506637356,"ENG/EMP2/TGFBR2/TBX3/TMEM100/TGFBR3/RTN4/BMP2/HEYL/OLFM1/HEY2/WNT2/TWIST1/MSX1",14
"GO:0003197","GO:0003197","endocardial cushion development","18/2655","53/18860",0.339622641509434,2.41253597697474,4.16816368807245,0.000207913058690258,0.00289583177025218,0.00211429506637356,"FOXF1/BMPR2/ACVRL1/ENG/TGFBR2/TBX3/APC/TMEM100/BMP2/ROBO2/TBX5/HEYL/HEY2/TWIST1/DCHS1/BMP7/MSX1/BMP5",18
"GO:0003254","GO:0003254","regulation of membrane depolarization","18/2655","53/18860",0.339622641509434,2.41253597697474,4.16816368807245,0.000207913058690258,0.00289583177025218,0.00211429506637356,"ANK3/SMAD7/LRRK2/SCN2B/FHL1/IFI6/P2RX7/SCN1B/DCN/GPD1L/TBX5/KDR/GJA5/CAMK2D/NEDD4L/HSH2D/CLCN2/HCN2",18
"GO:0002237","GO:0002237","response to molecule of bacterial origin","78/2655","375/18860",0.208,1.47754425612053,3.78082527387984,0.00021217843982329,0.00293922285797179,0.00214597562310775,"SASH1/PRKCE/THBD/SIRPA/ANKRD1/MEF2C/CD24/CXCL2/E2F1/CDK4/PTGIR/SELE/SELP/CX3CL1/EPHB2/JAK2/EDNRB/CSF3/SNCA/ASS1/HSF1/MAPK1/CTSG/TLR4/MIR223/NQO1/LCN2/CD36/HMGB2/IL1B/HCK/SCGB1A1/PLSCR4/ZFP36/IL6/P2RX7/SPI1/BTK/C5AR1/MRC1/IRF8/NR4A1/CD68/FOS/CSF2RB/EDN1/PPBP/SCIMP/CARD16/PTAFR/ACP5/NFKBIA/LOXL1/CEBPB/CX3CR1/TNFAIP3/SLC11A1/NFKBIZ/TNFRSF1B/PLCG2/PDE4B/CASP1/BMP6/IL10RA/PRKCA/IRAK3/TLR2/LY86/LILRB2/KCNJ8/MMP9/CXCL10/CCL28/CD6/CD274/PDCD1LG2/HPGD/CXCL13",78
"GO:0032060","GO:0032060","bleb assembly","7/2655","11/18860",0.636363636363636,4.52045882554357,4.72735840829881,0.000212925308684952,0.00293922285797179,0.00214597562310775,"EMP2/MYLK/P2RX7/ANO6/LPAR3/PMP22/EMP1",7
"GO:0032342","GO:0032342","aldosterone biosynthetic process","7/2655","11/18860",0.636363636363636,4.52045882554357,4.72735840829881,0.000212925308684952,0.00293922285797179,0.00214597562310775,"DKK3/BMP2/DAB2/REST/BMP6/CLCN2/BMP5",7
"GO:0051256","GO:0051256","mitotic spindle midzone assembly","7/2655","11/18860",0.636363636363636,4.52045882554357,4.72735840829881,0.000212925308684952,0.00293922285797179,0.00214597562310775,"BIRC5/AURKB/CDCA8/KIF23/PRC1/RACGAP1/KIF4A",7
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","79/2655","381/18860",0.207349081364829,1.47292040472342,3.77466472840859,0.000215206019968236,0.0029641042483625,0.00216414194115426,"MDK/AGER/HSPD1/CD83/SIRPB1/CAV1/SOX4/IGFBP2/SIRPA/MEF2C/SOX12/CD24/PRKCZ/ACTL6A/STAT5B/SMARCA2/SPN/VTCN1/IL4I1/CYLD/IL33/TCF3/CLCF1/EPHB2/TGFBR2/JAK2/IL7R/PPP3CA/LRRK2/NR4A3/WNT3A/IGF2/TLR4/IL16/HLX/IL1RL1/PCK1/TNFSF13/ZBTB16/HES1/HLA-E/IL1B/ZP3/IL6ST/MAD2L2/SOCS1/IL6/RPS3/SPI1/MAP3K8/YWHAG/BTK/DOCK8/NCKAP1L/PTPRC/EGR3/RASGRP1/CDKN1A/NFKBIZ/ADAM8/CD4/LEF1/RASAL3/SASH3/ITPKB/TYROBP/THBS1/CD5/LILRB2/PLA2G4A/CD6/HLA-DRA/CD274/HLA-DRB5/FCGR3A/PDCD1LG2/CCL21/CCR2/HLA-DQA2",79
"GO:0030168","GO:0030168","platelet activation","36/2655","141/18860",0.25531914893617,1.81367952878952,3.92544321476893,0.000218029965098219,0.00299053786111418,0.00218344156263139,"VWF/PEAR1/THBD/SLC6A4/HSPB1/SVEP1/GNAQ/STXBP1/PDGFB/PPIA/MMRN1/SELP/JAK2/SH2B3/WNT3A/CTSG/TLR4/P2RY12/IL6ST/DGKZ/IL6/UBASH3B/HBB/TYRO3/FERMT3/ADRA2C/RASA3/PLCG2/EMILIN2/PRKCA/PLEK/ENTPD2/FGB/PLA2G4A/CEACAM1/COMP",36
"GO:0048738","GO:0048738","cardiac muscle tissue development","57/2655","255/18860",0.223529411764706,1.58785864628337,3.82556194431573,0.00021809020865176,0.00299053786111418,0.00218344156263139,"CCNB1/S1PR1/CDK1/MEF2A/HEG1/ANKRD1/MEF2C/MIR25/NDRG4/TNNI3/ENG/DSP/RBP4/WT1/TBX3/PKP2/MYH10/PRICKLE1/SMAD7/TNNC1/FHL2/TGFBR3/SLC8A1/WNT3A/AKAP13/MYH11/NDUFV2/NEBL/MAPK11/DLL4/BMP2/EDNRA/OBSL1/EDN1/TBX5/SORBS2/GJA5/DSG2/HEY2/CHD7/MEIS1/WNT2/ZFPM1/COL11A1/PDGFRB/BMP7/RGS4/KCNJ8/MESP1/FGF2/MSX1/PI16/COL14A1/LRP2/BMP5/GREM1/PLN",57
"GO:0002263","GO:0002263","cell activation involved in immune response","70/2655","329/18860",0.212765957446809,1.5113996073246,3.78770359761934,0.000219571763862425,0.00300420704728325,0.00219342166340087,"MDK/PRKCE/HSPD1/FOXF1/PTK2B/PRAM1/UNG/VAMP2/PRKCZ/ITM2A/DYSF/SPN/PTGER4/STXBP1/FGR/IL33/PLCL2/EXO1/CLCF1/PIK3R1/LRP1/JAK2/SMAD7/LIG4/NR4A3/CD69/TLR4/HLX/GATA2/PCK1/TNFSF13/DOCK11/ITGAL/IL6ST/MAD2L2/CLEC12A/IL6/SPI1/BTK/DOCK2/IRF8/NCKAP1L/DNASE1L3/DOCK10/SOCS3/PTPRC/LCP1/TP53/F2RL1/RASGRP1/LAT2/ITGAM/CX3CR1/SLC11A1/NFKBIZ/PLCG2/LEF1/ZFPM1/MFNG/ICAM1/ANXA3/TYROBP/NKG7/RAC2/HLA-DRA/CEACAM1/FCGR3A/CCR2/SCNN1B/GKN2",70
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","91/2655","452/18860",0.201327433628319,1.4301451594087,3.74669231765528,0.000220665311014162,0.00301251893758981,0.00219949031312284,"MDK/TEK/AURKB/SLIT2/CDH5/PBK/FOXF1/SLC39A8/THBD/SIRPA/KLF4/SPN/ADORA2A/PTGER4/CYLD/A2M/WFDC1/PPP3CB/DUSP3/LDLR/FGR/IL33/APOA1/ANGPT1/DDX39A/PDGFB/MMRN1/SEMA5A/CX3CL1/RTN4RL1/TARBP2/BANF1/CLASP2/SH2B3/WNT3A/INPP5F/ALOX5/MIR223/PLXNA3/HLA-E/CPB2/HCK/FPR2/CLEC12A/SMPDL3B/MMP12/ROBO2/UBASH3B/USP18/ISG15/TRIM45/TYRO3/SAMHD1/SOCS3/SPP1/PTGIS/EDN1/PTPRC/MMP28/SYT11/CARD16/ACP5/DUSP1/EPPK1/VSIG4/DSG2/TNFAIP3/TNFAIP8L2/TNFRSF1B/PPARG/PROS1/OAS1/PLAT/IL10RA/EPHA4/AOAH/PLAU/IRAK3/THBS1/PHLDB2/ADTRP/FGF2/CST7/FGB/CEACAM1/NT5E/GREM1/PADI2/CTNNA2/CXCL13/APOH",91
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","42/2655","173/18860",0.242774566473988,1.72456810685477,3.87524842053309,0.000227415966199052,0.00309785529341039,0.00226179580957716,"AGER/IGFBP2/MEF2C/CD24/STAT5B/SPN/VTCN1/TCF3/CLCF1/EPHB2/TGFBR2/JAK2/PPP3CA/WNT3A/MAPK1/IGF2/TLR4/TNFSF13/HES1/HLA-E/IL1B/ZP3/IL6ST/IL34/IL6/RPS3/BTK/NCKAP1L/CSF2RB/PTPRC/CDKN1A/CD4/RASAL3/SASH3/LILRB2/NMB/CD6/RAC2/CD274/FCGR3A/PDCD1LG2/CCR2",42
"GO:0030100","GO:0030100","regulation of endocytosis","68/2655","318/18860",0.213836477987421,1.51900413365076,3.7780975202441,0.000230294430686762,0.00313018614341349,0.00228540110231392,"FCN3/SIRPB1/CAV1/CDH13/SIRPA/CFP/DYSF/PPP3CB/PLLP/FGR/APOA1/ANGPT1/SFTPD/SELE/PTPN1/LRP1/PROM2/SNCA/FCN1/RABEP1/PPP3CA/SCRIB/LRRK2/CALM3/ARRB1/WNT3A/TUB/MYLK/CD300LF/GATA2/CD36/HCK/FPR2/DLG4/PPP3R1/ANO6/BTK/DOCK2/DAB2/NCKAP1L/MYO18A/ALOX15/BTBD9/PTPRC/SYT11/MAGI2/F2RL1/SLC11A1/NEDD4L/PLCG2/ABCA2/CAMK1D/MCTP1/DRD4/TLR2/BIN1/CLIP3/COLEC11/TGM2/STON2/GPC3/CCL21/CALY/GREM1/LRRTM1/TF/PCSK9/RSPO1",68
"GO:0050870","GO:0050870","positive regulation of T cell activation","59/2655","267/18860",0.220973782771536,1.56970453599667,3.79487651582421,0.00023619870578608,0.0032020882947987,0.00233789806208108,"MDK/AGER/HSPD1/CD83/SIRPB1/CAV1/SOX4/IGFBP2/SIRPA/SOX12/CD24/PRKCZ/ACTL6A/STAT5B/SMARCA2/SPN/VTCN1/IL4I1/CYLD/TGFBR2/JAK2/IL7R/PPP3CA/IGF2/HLX/PCK1/ZBTB16/HES1/HLA-E/IL1B/ZP3/IL6ST/SOCS1/IL6/RPS3/MAP3K8/YWHAG/DOCK8/NCKAP1L/PTPRC/EGR3/RASGRP1/NFKBIZ/ADAM8/CD4/LEF1/RASAL3/SASH3/ITPKB/CD5/LILRB2/CD6/HLA-DRA/CD274/HLA-DRB5/PDCD1LG2/CCL21/CCR2/HLA-DQA2",59
"GO:0007611","GO:0007611","learning or memory","62/2655","284/18860",0.21830985915493,1.55078114638869,3.78555194361899,0.000236617689418814,0.0032020882947987,0.00233789806208108,"MDK/AGER/NRGN/RASGRF1/KLK8/SHANK3/SLC6A4/ATP1A2/MEF2C/PDE1B/HMGCR/SYNJ1/PJA2/NDRG4/PAFAH1B1/PPP3CB/LDLR/HTT/ITGA8/SLC1A1/STRA6/TMOD2/EPHB2/MAP1A/GRIA1/CLN8/ATP8A1/PRNP/CLDN5/THRA/RCAN2/CAMK2N1/MAPK1/LCN2/NEDD9/DLG4/KAT2B/ROGDI/FOS/BTG2/TPBG/EPM2A/BTBD9/SYT11/FGF13/S100B/NLGN3/SGK1/CEBPB/MME/PRKAR1B/BRSK1/PRKCA/GABRB3/NTRK2/TLR2/LILRB2/B3GAT1/NPTX2/SNAP25/PLN/LRRN4",62
"GO:0051383","GO:0051383","kinetochore organization","10/2655","21/18860",0.476190476190476,3.3826562640122,4.42190280682727,0.000239196701074275,0.00322281447717802,0.0023530305934662,"NUF2/CENPA/DLGAP5/NDC80/CENPF/CENPH/CENPK/CENPW/KNTC1/SMC4",10
"GO:0090189","GO:0090189","regulation of branching involved in ureteric bud morphogenesis","10/2655","21/18860",0.476190476190476,3.3826562640122,4.42190280682727,0.000239196701074275,0.00322281447717802,0.0023530305934662,"PAX8/SIX4/HOXB7/LGR4/SIX1/SMO/LHX1/AGTR2/SIX2/GREM1",10
"GO:1903829","GO:1903829","positive regulation of protein localization","92/2655","459/18860",0.200435729847495,1.42381087191102,3.72070123773117,0.000239709176182489,0.00322281447717802,0.0023530305934662,"PLK1/PRKCE/SPTBN1/CDK1/CDKN2A/ECT2/SOX4/NMU/RAMP3/PECAM1/PRKCB/VAMP2/ANKRD1/APBB1/ADORA2A/CCT3/CYLD/PPP3CB/RAPGEF4/RBP4/MGAT3/PPIA/PIK3R1/LRP1/PRKCH/EPHB2/ERGIC3/APC/JAK2/ABCG1/MYH10/MAP1A/ITPR1/SNCA/PRNP/EPB41L2/WNT3A/RTN4/TLR4/MIR223/SMO/CD36/IL1B/NEDD9/RUFY3/PRKCI/STAC/KIF20B/P2RX7/GNAI1/CCT6A/PFKFB2/CD247/FRMD4A/BAIAP3/KCNN4/CD33/MYO18A/JUP/ACSL4/ABAT/MSN/PKP3/VIL1/GPD1L/EDN1/SYT11/C2CD2L/DOK7/ARHGEF16/CCDC88A/DSG2/F2RL1/ADAM8/PPARG/NKD2/OXCT1/SORBS1/BMP6/PLA2G1B/LRP4/PRKCA/TYROBP/HCLS1/TLR2/EDEM1/CLIP3/VSNL1/FGB/HCAR2/GPR27/AGR2",92
